,a,b,c,d
8734,9,61,82,152.0
8735,5,44,80,129.0
8736,32,48,82,162.0
8737,81,0,4,85.0
8738,3,43,93,139.0
8739,16,49,65,130.0
8740,58,98,73,229.0
8741,43,92,14,149.0
8742,80,79,57,216.0
8743,78,41,89,208.0
8744,83,50,6,139.0
8745,28,15,41,84.0
8746,16,52,33,101.0
8747,71,75,81,227.0
8748,43,78,65,186.0
8749,53,64,67,184.0
8750,23,30,36,89.0
8751,5,45,37,87.0
8752,53,16,14,83.0
8753,52,41,21,114.0
8754,66,11,45,122.0
8755,11,93,39,143.0
8756,54,11,42,107.0
8757,22,25,3,50.0
8758,14,39,87,140.0
8759,29,88,87,204.0
8760,24,1,35,60.0
8761,6,31,46,83.0
8762,30,88,88,206.0
8763,42,19,27,88.0
8764,65,77,0,142.0
8765,38,65,3,106.0
8766,82,44,3,129.0
8767,1,44,50,95.0
8768,27,1,39,67.0
8769,63,89,20,172.0
8770,2,68,26,96.0
8771,46,90,31,167.0
8772,88,4,21,113.0
8773,77,78,88,243.0
8774,23,31,98,152.0
8775,0,29,17,46.0
8776,75,22,44,141.0
8777,96,89,81,266.0
8778,90,37,36,163.0
8779,22,11,42,75.0
8780,84,16,96,196.0
8781,11,61,3,75.0
8782,22,43,47,112.0
8783,76,76,96,248.0
8784,43,21,92,156.0
8785,51,31,37,119.0
8786,72,35,80,187.0
8787,46,69,12,127.0
8788,70,94,49,213.0
8789,73,44,39,156.0
8790,26,8,79,113.0
8791,98,61,25,184.0
8792,7,76,93,176.0
8793,82,69,37,188.0
8794,1,20,82,103.0
8795,97,32,8,137.0
8796,62,42,48,152.0
8797,37,26,42,105.0
8798,91,51,93,235.0
8799,21,55,27,103.0
8800,97,35,69,201.0
8801,0,47,30,77.0
8802,30,65,93,188.0
8803,59,70,47,176.0
8804,86,3,71,160.0
8805,32,78,25,135.0
8806,36,81,11,128.0
8807,36,14,26,76.0
8808,51,32,32,115.0
8809,53,46,61,160.0
8810,95,26,72,193.0
8811,62,88,72,222.0
8812,69,75,91,235.0
8813,54,42,54,150.0
8814,97,76,39,212.0
8815,73,22,30,125.0
8816,88,67,81,236.0
8817,55,20,57,132.0
8818,4,12,46,62.0
8819,46,30,57,133.0
8820,96,92,78,266.0
8821,87,35,20,142.0
8822,63,84,11,158.0
8823,34,65,36,135.0
8824,89,13,11,113.0
8825,60,5,79,144.0
8826,73,79,23,175.0
8827,58,22,38,118.0
8828,93,17,22,132.0
8829,89,89,91,269.0
8830,20,62,55,137.0
8831,77,88,81,246.0
8832,66,97,99,262.0
8833,79,24,24,127.0
8834,75,19,70,164.0
8835,98,53,84,235.0
8836,8,35,30,73.0
8837,37,77,58,172.0
8838,87,80,57,224.0
8839,17,41,86,144.0
8840,66,3,90,159.0
8841,13,32,51,96.0
8842,20,38,77,135.0
8843,95,81,5,181.0
8844,35,33,66,134.0
8845,17,73,16,106.0
8846,82,5,88,175.0
8847,79,56,2,137.0
8848,16,77,41,134.0
8849,93,91,54,238.0
8850,45,27,55,127.0
8851,90,12,58,160.0
8852,58,12,53,123.0
8853,85,13,66,164.0
8854,85,47,57,189.0
8855,4,23,57,84.0
8856,12,17,82,111.0
8857,93,56,15,164.0
8858,64,17,48,129.0
8859,15,49,37,101.0
8860,78,60,27,165.0
8861,22,17,95,134.0
8862,9,91,32,132.0
8863,43,77,98,218.0
8864,29,37,67,133.0
8865,66,74,78,218.0
8866,86,74,65,225.0
8867,47,25,78,150.0
8868,65,36,64,165.0
8869,88,78,2,168.0
8870,35,51,45,131.0
8871,12,8,14,34.0
8872,15,1,67,83.0
8873,69,12,87,168.0
8874,74,99,39,212.0
8875,29,37,98,164.0
8876,60,34,25,119.0
8877,38,16,74,128.0
8878,97,37,86,220.0
8879,66,33,75,174.0
8880,71,28,56,155.0
8881,5,10,97,112.0
8882,93,25,25,143.0
8883,63,33,81,177.0
8884,30,97,28,155.0
8885,97,54,49,200.0
8886,23,78,21,122.0
8887,75,80,33,188.0
8888,57,58,8,123.0
8889,62,78,55,195.0
8890,46,89,58,193.0
8891,90,65,83,238.0
8892,52,11,79,142.0
8893,79,83,52,214.0
8894,29,94,75,198.0
8895,83,76,79,238.0
8896,32,76,76,184.0
8897,11,69,13,93.0
8898,50,20,95,165.0
8899,17,78,38,133.0
8900,60,45,85,190.0
8901,15,48,21,84.0
8902,30,13,31,74.0
8903,10,60,91,161.0
8904,71,34,95,200.0
8905,66,86,71,223.0
8906,76,12,9,97.0
8907,87,71,79,237.0
8908,58,21,55,134.0
8909,45,31,44,120.0
8910,80,97,90,267.0
8911,45,47,44,136.0
8912,16,86,94,196.0
8913,47,38,87,172.0
8914,79,56,77,212.0
8915,34,31,37,102.0
8916,28,10,85,123.0
8917,82,71,39,192.0
8918,37,91,74,202.0
8919,71,7,86,164.0
8920,31,5,78,114.0
8921,35,49,8,92.0
8922,46,57,48,151.0
8923,54,51,28,133.0
8924,7,30,43,80.0
8925,43,8,43,94.0
8926,38,22,37,97.0
8927,58,36,54,148.0
8928,97,13,55,165.0
8929,7,12,58,77.0
8930,22,42,88,152.0
8931,22,13,10,45.0
8932,81,52,35,168.0
8933,56,67,95,218.0
8934,32,2,23,57.0
8935,15,95,92,202.0
8936,87,32,84,203.0
8937,36,51,41,128.0
8938,16,81,81,178.0
8939,23,21,70,114.0
8940,79,62,8,149.0
8941,12,88,16,116.0
8942,39,14,25,78.0
8943,26,53,97,176.0
8944,61,84,42,187.0
8945,10,40,62,112.0
8946,37,2,12,51.0
8947,7,82,55,144.0
8948,1,43,24,68.0
8949,19,39,90,148.0
8950,58,13,71,142.0
8951,15,77,86,178.0
8952,60,86,81,227.0
8953,81,31,4,116.0
8954,88,39,43,170.0
8955,11,82,36,129.0
8956,70,23,4,97.0
8957,14,85,62,161.0
8958,11,80,59,150.0
8959,56,25,67,148.0
8960,63,85,1,149.0
8961,58,5,64,127.0
8962,71,35,33,139.0
8963,70,25,29,124.0
8964,19,62,56,137.0
8965,85,34,22,141.0
8966,52,9,49,110.0
8967,1,47,78,126.0
8968,19,90,39,148.0
8969,34,42,49,125.0
8970,6,46,68,120.0
8971,47,93,74,214.0
8972,59,78,23,160.0
8973,87,3,28,118.0
8974,75,62,19,156.0
8975,76,75,82,233.0
8976,57,56,45,158.0
8977,40,99,84,223.0
8978,64,7,1,72.0
8979,53,18,71,142.0
8980,39,21,28,88.0
8981,42,13,35,90.0
8982,46,90,66,202.0
8983,41,72,76,189.0
8984,86,58,49,193.0
8985,33,25,93,151.0
8986,95,0,83,178.0
8987,66,45,9,120.0
8988,45,23,38,106.0
8989,95,77,58,230.0
8990,6,53,53,112.0
8991,58,27,33,118.0
8992,89,94,27,210.0
8993,77,42,69,188.0
8994,83,10,56,149.0
8995,89,94,93,276.0
8996,62,50,60,172.0
8997,26,84,1,111.0
8998,97,54,88,239.0
8999,30,21,63,114.0
9000,25,77,88,190.0
9001,41,54,21,116.0
9002,28,20,64,112.0
9003,63,63,53,179.0
9004,4,83,25,112.0
9005,64,57,50,171.0
9006,25,45,53,123.0
9007,26,41,54,121.0
9008,4,55,60,119.0
9009,59,61,40,160.0
9010,73,76,87,236.0
9011,40,71,32,143.0
9012,97,12,9,118.0
9013,58,38,20,116.0
9014,82,30,63,175.0
9015,61,65,94,220.0
9016,65,35,2,102.0
9017,26,13,1,40.0
9018,56,43,37,136.0
9019,30,81,28,139.0
9020,29,35,63,127.0
9021,85,50,43,178.0
9022,13,25,37,75.0
9023,85,93,7,185.0
9024,49,71,76,196.0
9025,6,20,87,113.0
9026,67,44,26,137.0
9027,48,24,69,141.0
9028,11,12,92,115.0
9029,45,84,71,200.0
9030,27,69,66,162.0
9031,56,43,73,172.0
9032,20,5,5,30.0
9033,66,35,69,170.0
9034,98,55,49,202.0
9035,78,7,88,173.0
9036,72,86,1,159.0
9037,11,78,81,170.0
9038,77,68,76,221.0
9039,55,92,34,181.0
9040,9,22,36,67.0
9041,51,37,41,129.0
9042,60,33,43,136.0
9043,86,66,90,242.0
9044,92,51,46,189.0
9045,7,22,57,86.0
9046,20,49,41,110.0
9047,39,3,35,77.0
9048,20,75,46,141.0
9049,27,24,6,57.0
9050,7,3,90,100.0
9051,80,46,36,162.0
9052,21,5,81,107.0
9053,4,13,41,58.0
9054,53,21,2,76.0
9055,74,97,72,243.0
9056,67,19,88,174.0
9057,98,69,62,229.0
9058,81,18,19,118.0
9059,75,50,55,180.0
9060,82,63,32,177.0
9061,1,33,60,94.0
9062,21,1,12,34.0
9063,46,37,0,83.0
9064,99,73,30,202.0
9065,69,0,55,124.0
9066,37,58,0,95.0
9067,69,55,8,132.0
9068,92,58,22,172.0
9069,46,53,17,116.0
9070,61,63,90,214.0
9071,0,15,70,85.0
9072,49,58,27,134.0
9073,72,39,48,159.0
9074,29,0,17,46.0
9075,79,80,38,197.0
9076,45,55,49,149.0
9077,72,6,51,129.0
9078,45,78,20,143.0
9079,27,40,22,89.0
9080,3,87,37,127.0
9081,53,40,43,136.0
9082,44,61,5,110.0
9083,72,5,7,84.0
9084,32,8,95,135.0
9085,55,17,30,102.0
9086,41,54,14,109.0
9087,82,14,66,162.0
9088,40,43,37,120.0
9089,48,13,78,139.0
9090,98,97,68,263.0
9091,3,77,71,151.0
9092,8,52,39,99.0
9093,45,79,5,129.0
9094,67,87,10,164.0
9095,13,33,51,97.0
9096,61,34,66,161.0
9097,28,29,24,81.0
9098,71,79,64,214.0
9099,15,23,89,127.0
9100,13,36,61,110.0
9101,27,85,9,121.0
9102,58,97,95,250.0
9103,44,23,6,73.0
9104,12,41,62,115.0
9105,43,43,76,162.0
9106,11,83,5,99.0
9107,30,50,13,93.0
9108,83,45,42,170.0
9109,11,70,45,126.0
9110,69,36,75,180.0
9111,67,30,19,116.0
9112,31,37,22,90.0
9113,5,11,46,62.0
9114,87,69,39,195.0
9115,78,43,28,149.0
9116,94,67,41,202.0
9117,68,40,30,138.0
9118,79,72,73,224.0
9119,94,3,63,160.0
9120,18,72,20,110.0
9121,6,60,65,131.0
9122,19,99,59,177.0
9123,60,68,85,213.0
9124,28,81,21,130.0
9125,43,22,51,116.0
9126,15,89,36,140.0
9127,83,80,61,224.0
9128,59,11,83,153.0
9129,61,93,17,171.0
9130,35,24,66,125.0
9131,99,83,84,266.0
9132,7,75,44,126.0
9133,15,59,62,136.0
9134,34,85,3,122.0
9135,57,43,85,185.0
9136,71,26,48,145.0
9137,46,18,25,89.0
9138,90,9,45,144.0
9139,1,27,66,94.0
9140,76,77,11,164.0
9141,59,24,8,91.0
9142,14,46,18,78.0
9143,6,4,73,83.0
9144,53,50,16,119.0
9145,92,44,27,163.0
9146,40,70,55,165.0
9147,51,8,72,131.0
9148,3,14,87,104.0
9149,80,51,65,196.0
9150,83,3,36,122.0
9151,25,51,12,88.0
9152,54,8,51,113.0
9153,57,91,46,194.0
9154,19,47,85,151.0
9155,6,75,5,86.0
9156,48,21,54,123.0
9157,97,24,7,128.0
9158,79,87,20,186.0
9159,41,35,91,167.0
9160,7,16,61,84.0
9161,83,64,78,225.0
9162,15,38,5,58.0
9163,28,69,84,181.0
9164,92,44,26,162.0
9165,35,98,73,206.0
9166,54,55,87,196.0
9167,81,32,16,129.0
9168,51,25,6,82.0
9169,28,79,95,202.0
9170,14,95,27,136.0
9171,37,90,24,151.0
9172,23,90,50,163.0
9173,33,3,30,66.0
9174,21,63,45,129.0
9175,0,98,29,127.0
9176,18,48,66,132.0
9177,27,58,26,111.0
9178,76,71,65,212.0
9179,59,58,65,182.0
9180,14,59,27,100.0
9181,46,41,38,125.0
9182,31,96,43,170.0
9183,67,37,56,160.0
9184,57,79,64,200.0
9185,2,53,84,139.0
9186,80,8,87,175.0
9187,49,39,76,164.0
9188,79,46,27,152.0
9189,30,3,39,72.0
9190,5,73,39,117.0
9191,87,65,50,202.0
9192,26,26,40,92.0
9193,68,9,38,115.0
9194,13,48,5,66.0
9195,77,81,19,177.0
9196,57,26,15,98.0
9197,17,66,96,179.0
9198,91,61,87,239.0
9199,72,48,2,122.0
9200,62,90,21,173.0
9201,63,95,43,201.0
9202,30,33,75,138.0
9203,2,70,26,98.0
9204,76,62,98,236.0
9205,87,50,83,220.0
9206,48,84,81,213.0
9207,34,72,48,154.0
9208,33,0,39,72.0
9209,66,39,44,149.0
9210,30,24,60,114.0
9211,23,95,91,209.0
9212,98,81,42,221.0
9213,14,84,42,140.0
9214,20,30,48,98.0
9215,25,57,48,130.0
9216,12,12,83,107.0
9217,78,6,87,171.0
9218,7,7,93,107.0
9219,82,97,6,185.0
9220,86,43,67,196.0
9221,51,97,10,158.0
9222,85,85,40,210.0
9223,68,90,72,230.0
9224,60,18,49,127.0
9225,83,72,4,159.0
9226,29,67,18,114.0
9227,53,25,86,164.0
9228,59,45,53,157.0
9229,75,8,64,147.0
9230,38,25,15,78.0
9231,93,92,79,264.0
9232,98,99,3,200.0
9233,61,64,67,192.0
9234,52,23,28,103.0
9235,12,65,74,151.0
9236,44,31,82,157.0
9237,62,39,26,127.0
9238,48,93,21,162.0
9239,94,94,44,232.0
9240,80,71,28,179.0
9241,94,71,92,257.0
9242,85,92,60,237.0
9243,93,82,68,243.0
9244,6,48,71,125.0
9245,25,46,30,101.0
9246,61,27,80,168.0
9247,16,12,96,124.0
9248,75,34,91,200.0
9249,76,73,76,225.0
9250,7,36,17,60.0
9251,17,61,60,138.0
9252,72,60,73,205.0
9253,96,33,11,140.0
9254,10,88,33,131.0
9255,48,77,19,144.0
9256,90,98,33,221.0
9257,46,2,17,65.0
9258,6,41,52,99.0
9259,21,63,20,104.0
9260,27,59,47,133.0
9261,78,14,26,118.0
9262,74,66,35,175.0
9263,79,87,51,217.0
9264,69,13,57,139.0
9265,90,21,64,175.0
9266,12,37,89,138.0
9267,58,38,83,179.0
9268,93,96,96,285.0
9269,7,47,45,99.0
9270,58,30,64,152.0
9271,83,82,49,214.0
9272,70,32,48,150.0
9273,34,12,86,132.0
9274,48,75,65,188.0
9275,10,36,9,55.0
9276,15,40,91,146.0
9277,1,36,19,56.0
9278,6,85,17,108.0
9279,29,2,90,121.0
9280,29,38,16,83.0
9281,42,73,65,180.0
9282,18,59,32,109.0
9283,63,77,58,198.0
9284,90,88,41,219.0
9285,30,72,2,104.0
9286,4,8,10,22.0
9287,76,14,84,174.0
9288,79,18,40,137.0
9289,93,10,89,192.0
9290,96,76,35,207.0
9291,37,61,93,191.0
9292,11,29,58,98.0
9293,49,73,67,189.0
9294,63,16,0,79.0
9295,2,29,54,85.0
9296,76,68,30,174.0
9297,17,75,94,186.0
9298,32,51,7,90.0
9299,72,19,13,104.0
9300,19,5,7,31.0
9301,70,49,48,167.0
9302,46,89,71,206.0
9303,72,74,3,149.0
9304,16,60,87,163.0
9305,14,15,44,73.0
9306,28,67,91,186.0
9307,45,96,48,189.0
9308,82,61,75,218.0
9309,45,3,83,131.0
9310,20,55,5,80.0
9311,45,13,54,112.0
9312,36,70,8,114.0
9313,82,66,66,214.0
9314,31,73,26,130.0
9315,4,81,3,88.0
9316,6,3,22,31.0
9317,9,98,47,154.0
9318,21,6,62,89.0
9319,88,38,27,153.0
9320,0,55,86,141.0
9321,86,0,8,94.0
9322,35,63,80,178.0
9323,16,57,43,116.0
9324,19,53,58,130.0
9325,36,63,44,143.0
9326,87,68,66,221.0
9327,12,43,14,69.0
9328,80,5,67,152.0
9329,78,1,1,80.0
9330,47,61,77,185.0
9331,35,57,13,105.0
9332,0,45,88,133.0
9333,45,70,34,149.0
9334,30,13,31,74.0
9335,75,45,96,216.0
9336,19,16,60,95.0
9337,54,23,25,102.0
9338,46,65,20,131.0
9339,4,58,58,120.0
9340,43,34,66,143.0
9341,83,58,19,160.0
9342,39,14,77,130.0
9343,71,48,39,158.0
9344,13,61,70,144.0
9345,59,85,11,155.0
9346,42,47,46,135.0
9347,97,37,98,232.0
9348,76,16,29,121.0
9349,94,76,87,257.0
9350,30,89,37,156.0
9351,39,78,73,190.0
9352,27,33,8,68.0
9353,48,74,77,199.0
9354,58,56,52,166.0
9355,8,15,52,75.0
9356,6,39,48,93.0
9357,42,91,25,158.0
9358,86,85,30,201.0
9359,76,28,38,142.0
9360,40,21,32,93.0
9361,82,72,15,169.0
9362,99,31,20,150.0
9363,18,20,13,51.0
9364,11,29,11,51.0
9365,91,44,5,140.0
9366,48,87,38,173.0
9367,90,84,65,239.0
9368,67,63,12,142.0
9369,74,38,46,158.0
9370,54,68,48,170.0
9371,72,90,47,209.0
9372,96,38,44,178.0
9373,30,47,69,146.0
9374,11,48,55,114.0
9375,75,86,65,226.0
9376,38,76,74,188.0
9377,30,34,13,77.0
9378,95,43,75,213.0
9379,98,81,48,227.0
9380,27,43,91,161.0
9381,48,86,79,213.0
9382,84,20,7,111.0
9383,28,1,61,90.0
9384,96,8,89,193.0
9385,91,87,82,260.0
9386,51,17,17,85.0
9387,4,32,62,98.0
9388,79,89,80,248.0
9389,86,90,15,191.0
9390,30,36,20,86.0
9391,5,72,59,136.0
9392,4,69,22,95.0
9393,81,43,70,194.0
9394,69,55,5,129.0
9395,90,48,50,188.0
9396,75,18,77,170.0
9397,93,85,83,261.0
9398,78,78,3,159.0
9399,99,36,25,160.0
9400,22,20,75,117.0
9401,76,49,49,174.0
9402,97,27,41,165.0
9403,46,21,52,119.0
9404,77,95,96,268.0
9405,57,80,47,184.0
9406,23,6,69,98.0
9407,19,34,27,80.0
9408,45,59,6,110.0
9409,16,20,41,77.0
9410,33,17,97,147.0
9411,41,3,98,142.0
9412,21,6,23,50.0
9413,15,72,80,167.0
9414,10,4,1,15.0
9415,6,9,98,113.0
9416,85,83,75,243.0
9417,45,70,12,127.0
9418,89,84,93,266.0
9419,99,79,25,203.0
9420,23,23,22,68.0
9421,5,59,33,97.0
9422,34,72,34,140.0
9423,6,71,90,167.0
9424,31,60,72,163.0
9425,18,28,3,49.0
9426,77,52,11,140.0
9427,13,60,29,102.0
9428,6,77,67,150.0
9429,72,89,89,250.0
9430,52,18,9,79.0
9431,60,94,5,159.0
9432,48,25,17,90.0
9433,1,76,50,127.0
9434,77,14,88,179.0
9435,18,4,67,89.0
9436,82,89,53,224.0
9437,38,11,35,84.0
9438,22,49,54,125.0
9439,13,26,91,130.0
9440,73,36,10,119.0
9441,48,74,24,146.0
9442,94,57,14,165.0
9443,45,45,26,116.0
9444,12,62,68,142.0
9445,83,52,58,193.0
9446,40,40,43,123.0
9447,3,40,89,132.0
9448,30,69,74,173.0
9449,52,83,82,217.0
9450,33,13,31,77.0
9451,17,86,92,195.0
9452,89,68,73,230.0
9453,60,2,22,84.0
9454,62,10,59,131.0
9455,94,44,81,219.0
9456,53,26,35,114.0
9457,90,29,63,182.0
9458,65,33,46,144.0
9459,0,83,95,178.0
9460,82,19,70,171.0
9461,52,12,0,64.0
9462,46,46,72,164.0
9463,56,38,54,148.0
9464,27,29,11,67.0
9465,33,96,34,163.0
9466,27,96,43,166.0
9467,92,44,71,207.0
9468,54,60,3,117.0
9469,64,65,12,141.0
9470,26,33,50,109.0
9471,96,7,75,178.0
9472,5,89,44,138.0
9473,16,84,2,102.0
9474,37,46,28,111.0
9475,16,84,11,111.0
9476,52,99,9,160.0
9477,41,67,92,200.0
9478,13,83,14,110.0
9479,35,61,64,160.0
9480,75,19,73,167.0
9481,39,1,34,74.0
9482,60,4,84,148.0
9483,87,97,26,210.0
9484,52,7,44,103.0
9485,44,56,89,189.0
9486,88,35,39,162.0
9487,88,76,39,203.0
9488,67,13,10,90.0
9489,90,24,22,136.0
9490,22,27,56,105.0
9491,37,19,39,95.0
9492,21,17,48,86.0
9493,31,68,9,108.0
9494,42,97,78,217.0
9495,23,53,23,99.0
9496,21,68,46,135.0
9497,4,67,12,83.0
9498,15,77,21,113.0
9499,29,71,39,139.0
9500,85,50,67,202.0
9501,20,72,42,134.0
9502,4,93,61,158.0
9503,62,70,24,156.0
9504,20,61,36,117.0
9505,28,64,47,139.0
9506,35,71,95,201.0
9507,97,59,60,216.0
9508,83,60,90,233.0
9509,2,63,87,152.0
9510,26,42,19,87.0
9511,32,58,89,179.0
9512,98,30,84,212.0
9513,15,75,27,117.0
9514,50,67,11,128.0
9515,37,41,60,138.0
9516,37,15,7,59.0
9517,83,67,35,185.0
9518,95,13,41,149.0
9519,99,68,29,196.0
9520,43,85,14,142.0
9521,10,6,35,51.0
9522,70,97,5,172.0
9523,10,2,99,111.0
9524,41,49,27,117.0
9525,39,6,14,59.0
9526,80,66,27,173.0
9527,25,33,75,133.0
9528,61,22,42,125.0
9529,19,48,91,158.0
9530,89,39,16,144.0
9531,23,19,41,83.0
9532,48,64,44,156.0
9533,37,48,19,104.0
9534,99,21,47,167.0
9535,9,47,79,135.0
9536,81,88,78,247.0
9537,76,29,18,123.0
9538,15,10,99,124.0
9539,60,15,83,158.0
9540,30,40,49,119.0
9541,0,70,50,120.0
9542,49,35,18,102.0
9543,47,18,25,90.0
9544,76,24,70,170.0
9545,66,99,48,213.0
9546,34,67,72,173.0
9547,11,31,86,128.0
9548,62,70,8,140.0
9549,90,48,14,152.0
9550,43,1,22,66.0
9551,21,4,30,55.0
9552,80,63,54,197.0
9553,34,88,9,131.0
9554,6,36,24,66.0
9555,97,95,31,223.0
9556,48,36,20,104.0
9557,8,66,4,78.0
9558,86,21,15,122.0
9559,99,46,55,200.0
9560,2,86,21,109.0
9561,65,53,98,216.0
9562,92,97,17,206.0
9563,70,14,80,164.0
9564,68,84,5,157.0
9565,27,81,41,149.0
9566,98,48,16,162.0
9567,73,82,15,170.0
9568,89,31,14,134.0
9569,92,37,28,157.0
9570,42,12,22,76.0
9571,22,93,17,132.0
9572,32,90,82,204.0
9573,85,10,4,99.0
9574,80,85,19,184.0
9575,79,9,39,127.0
9576,39,21,3,63.0
9577,22,44,19,85.0
9578,73,80,47,200.0
9579,23,69,42,134.0
9580,17,62,3,82.0
9581,99,38,95,232.0
9582,26,11,48,85.0
9583,20,62,33,115.0
9584,19,15,67,101.0
9585,20,13,26,59.0
9586,46,34,28,108.0
9587,78,84,26,188.0
9588,71,14,54,139.0
9589,33,42,37,112.0
9590,1,57,16,74.0
9591,17,57,22,96.0
9592,74,11,53,138.0
9593,39,30,28,97.0
9594,18,7,91,116.0
9595,86,16,85,187.0
9596,37,42,47,126.0
9597,77,63,66,206.0
9598,88,4,46,138.0
9599,61,3,9,73.0
9600,51,29,79,159.0
9601,52,17,23,92.0
9602,65,47,85,197.0
9603,23,90,84,197.0
9604,94,61,87,242.0
9605,35,65,48,148.0
9606,78,35,50,163.0
9607,11,87,96,194.0
9608,53,8,87,148.0
9609,88,33,32,153.0
9610,42,34,25,101.0
9611,97,90,16,203.0
9612,87,34,16,137.0
9613,40,16,16,72.0
9614,10,68,39,117.0
9615,49,50,37,136.0
9616,74,10,20,104.0
9617,34,85,1,120.0
9618,85,3,97,185.0
9619,56,64,34,154.0
9620,59,27,57,143.0
9621,19,83,81,183.0
9622,55,93,7,155.0
9623,34,89,38,161.0
9624,11,97,50,158.0
9625,19,74,38,131.0
9626,42,78,0,120.0
9627,21,10,8,39.0
9628,1,16,85,102.0
9629,2,24,47,73.0
9630,18,24,88,130.0
9631,98,94,43,235.0
9632,75,39,33,147.0
9633,2,52,13,67.0
9634,92,71,82,245.0
9635,0,13,32,45.0
9636,43,23,78,144.0
9637,58,27,9,94.0
9638,19,72,89,180.0
9639,51,34,73,158.0
9640,50,7,21,78.0
9641,15,1,0,16.0
9642,51,25,72,148.0
9643,4,47,79,130.0
9644,5,50,72,127.0
9645,1,96,74,171.0
9646,70,83,4,157.0
9647,42,81,19,142.0
9648,59,45,83,187.0
9649,0,14,42,56.0
9650,88,71,41,200.0
9651,30,16,67,113.0
9652,57,34,95,186.0
9653,85,60,81,226.0
9654,6,2,76,84.0
9655,45,20,0,65.0
9656,30,14,42,86.0
9657,31,13,27,71.0
9658,70,75,67,212.0
9659,79,25,84,188.0
9660,26,48,71,145.0
9661,14,56,65,135.0
9662,39,49,63,151.0
9663,26,16,59,101.0
9664,8,53,49,110.0
9665,80,47,9,136.0
9666,34,32,96,162.0
9667,49,62,9,120.0
9668,10,14,17,41.0
9669,83,7,30,120.0
9670,72,63,31,166.0
9671,52,33,43,128.0
9672,13,16,38,67.0
9673,7,40,59,106.0
9674,18,86,74,178.0
9675,69,83,68,220.0
9676,73,1,53,127.0
9677,47,66,67,180.0
9678,45,72,68,185.0
9679,52,63,76,191.0
9680,28,76,19,123.0
9681,88,93,21,202.0
9682,74,58,25,157.0
9683,36,22,84,142.0
9684,67,50,76,193.0
9685,22,13,98,133.0
9686,77,32,64,173.0
9687,34,4,78,116.0
9688,72,77,89,238.0
9689,15,65,43,123.0
9690,57,22,58,137.0
9691,91,86,17,194.0
9692,76,98,65,239.0
9693,26,78,78,182.0
9694,61,80,37,178.0
9695,41,67,53,161.0
9696,67,70,48,185.0
9697,8,40,84,132.0
9698,97,24,54,175.0
9699,15,53,68,136.0
9700,53,93,97,243.0
9701,13,17,4,34.0
9702,32,36,73,141.0
9703,58,15,2,75.0
9704,91,6,76,173.0
9705,9,86,9,104.0
9706,74,3,90,167.0
9707,97,39,86,222.0
9708,57,91,10,158.0
9709,2,65,59,126.0
9710,91,13,60,164.0
9711,55,3,46,104.0
9712,83,16,47,146.0
9713,1,96,56,153.0
9714,40,5,61,106.0
9715,95,73,48,216.0
9716,41,14,20,75.0
9717,88,34,27,149.0
9718,68,14,45,127.0
9719,54,63,77,194.0
9720,26,88,76,190.0
9721,34,31,79,144.0
9722,41,75,31,147.0
9723,98,63,42,203.0
9724,79,6,62,147.0
9725,74,54,99,227.0
9726,63,71,10,144.0
9727,5,38,12,55.0
9728,70,93,47,210.0
9729,13,36,3,52.0
9730,64,64,81,209.0
9731,0,43,2,45.0
9732,5,31,76,112.0
9733,78,61,69,208.0
9734,59,40,72,171.0
9735,56,49,68,173.0
9736,94,61,79,234.0
9737,36,80,23,139.0
9738,28,64,69,161.0
9739,88,96,60,244.0
9740,88,41,4,133.0
9741,59,30,81,170.0
9742,0,33,5,38.0
9743,84,60,49,193.0
9744,60,19,12,91.0
9745,91,63,63,217.0
9746,36,91,73,200.0
9747,54,59,10,123.0
9748,61,62,79,202.0
9749,77,87,67,231.0
9750,68,58,3,129.0
9751,24,35,55,114.0
9752,82,19,67,168.0
9753,86,2,52,140.0
9754,54,25,20,99.0
9755,31,22,67,120.0
9756,63,87,44,194.0
9757,14,16,4,34.0
9758,45,63,38,146.0
9759,84,46,79,209.0
9760,29,45,50,124.0
9761,40,46,21,107.0
9762,6,12,15,33.0
9763,53,29,63,145.0
9764,12,80,38,130.0
9765,46,72,75,193.0
9766,93,72,50,215.0
9767,60,41,7,108.0
9768,86,79,45,210.0
9769,21,28,74,123.0
9770,96,39,41,176.0
9771,6,61,92,159.0
9772,36,47,69,152.0
9773,42,11,66,119.0
9774,76,11,98,185.0
9775,96,5,34,135.0
9776,37,70,41,148.0
9777,25,44,62,131.0
9778,51,77,81,209.0
9779,61,79,34,174.0
9780,3,57,61,121.0
9781,14,14,24,52.0
9782,79,63,93,235.0
9783,24,46,9,79.0
9784,84,47,10,141.0
9785,7,1,68,76.0
9786,82,67,88,237.0
9787,2,4,79,85.0
9788,86,36,58,180.0
9789,99,26,84,209.0
9790,54,54,91,199.0
9791,49,6,89,144.0
9792,6,22,49,77.0
9793,30,70,20,120.0
9794,87,89,51,227.0
9795,73,17,14,104.0
9796,30,82,55,167.0
9797,74,70,36,180.0
9798,18,88,36,142.0
9799,88,50,6,144.0
9800,48,60,91,199.0
9801,46,79,53,178.0
9802,86,33,36,155.0
9803,58,69,99,226.0
9804,68,97,31,196.0
9805,64,89,27,180.0
9806,50,45,2,97.0
9807,80,60,86,226.0
9808,77,64,68,209.0
9809,4,17,85,106.0
